"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","My hard work in Saudi Arabia to stop my skill in air tires<U+0001F4AA><U+0001F4AA><U+0001F44D><U+0001F44D>#<U+0001F1F5><U+0001F1F0><U+0001F1F5><U+0001F1F0><U+0001F1F5><U+0001F1F0><U+0001F1F5><U+0001F1F0><U+0001F1F5><U+0001F1F0><U+0001F1F5><U+0001F1F0><U+0001F1F5><U+0001F1F0><U+0001F1F5><U+0001F1F0># https://t.co/N8melDMbuM",FALSE,0,NA,2020-06-04 09:18:39,FALSE,NA,"1268472223582519302",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmjadAl33469840",0,FALSE,FALSE,NA,NA
"20","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-04 08:31:16,FALSE,NA,"1268460298459062273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sangeet06612593",18,TRUE,FALSE,NA,NA
"21","Trump presses Saudi Arabia and the UAE to end the air embargo on Qatar https://t.co/opn0g1miwY",FALSE,0,NA,2020-06-04 08:25:13,FALSE,NA,"1268458775993659393",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Saudi24N",0,FALSE,FALSE,NA,NA
"22","Prepare a report that is related to Environmental Scanning for Air Arabia Strategy - https://t.co/R3kFHjx0Il",FALSE,0,NA,2020-06-04 08:25:13,FALSE,NA,"1268458775096197120",NA,"<a href=""http://none.com"" rel=""nofollow"">Firefly</a>","Writing_Jobs",0,FALSE,FALSE,NA,NA
"23","@peersaabpk @ImranKhanPTI @mophrd @ForeignOfficePk @MuradsaeedP UAE has already announced on 3rd june of 2020, they… https://t.co/u1f4eUeB7L",FALSE,2,"peersaabpk",2020-06-04 08:18:43,TRUE,"1268455884268732425","1268457140479504384","1203291844731375616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abrahamshah",0,FALSE,FALSE,NA,NA
"24","<U+0001F1E6><U+0001F1EA> The UAE stook the decision to reopen borders for transiting passengers. 

<U+25AB><U+FE0F> Emirates and FlyDubai will restart… https://t.co/BXSeKK4nG0",FALSE,0,NA,2020-06-04 08:11:05,TRUE,NA,"1268455219643506690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TravellingRep",0,FALSE,FALSE,NA,NA
"25","RT @uaegov: Dr. Al Dhaheri:  #UAEGov has decided to resume transit fights by national carrier airlines, Etihad, Emirates, Fly Dubai and Air…",FALSE,0,NA,2020-06-04 08:04:03,FALSE,NA,"1268453447147323393",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ABDunn",7,TRUE,FALSE,NA,NA
"26","@myogiadityanath Dear sir,
i m  in saudi arabia and my parents are stuck here last 4 month, they are 60 above and n… https://t.co/4zw9tTxkub",FALSE,0,"myogiadityanath",2020-06-04 08:03:58,TRUE,"1268194077478019072","1268453425848766464","3437532637","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MOHDAMI95169221",0,FALSE,FALSE,NA,NA
"27","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-04 08:03:25,FALSE,NA,"1268453287864479744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patelhetna",18,TRUE,FALSE,NA,NA
"28","RT @ArabianBusiness: Air Arabia has become the latest airline in the UAE to announce staff redundancies https://t.co/D9X8NzpJmz",FALSE,0,NA,2020-06-04 08:00:19,FALSE,NA,"1268452507245838336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vipulananda",3,TRUE,FALSE,NA,NA
"29","The story of Qatar is incredible, almost 3 years ago a couple of countries led by Saudi Arabia cut ties with Doha,… https://t.co/3xArGdigrH",FALSE,12,NA,2020-06-04 07:48:34,TRUE,NA,"1268449553235222531",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KhayaJames",0,FALSE,FALSE,NA,NA
"30","Etihad Airways, Emirates, Fly Dubai and Air Arabia have been granted permission by government of #UAE to resume tra… https://t.co/RWn47oo1w9",FALSE,0,NA,2020-06-04 07:45:27,TRUE,NA,"1268448768518574086",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TravelNewsAsia",1,FALSE,FALSE,NA,NA
"31","Air Arabia announces more job cuts 
https://t.co/9iY4yL1WHN",FALSE,0,NA,2020-06-04 07:37:18,FALSE,NA,"1268446715792809985",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","airlinegossip",0,FALSE,FALSE,NA,NA
"32","RT @uaegov: Dr. Al Dhaheri:  #UAEGov has decided to resume transit fights by national carrier airlines, Etihad, Emirates, Fly Dubai and Air…",FALSE,0,NA,2020-06-04 07:16:58,FALSE,NA,"1268441600826519558",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","junaidarfi",7,TRUE,FALSE,NA,NA
"33","RT @PraveenKamath16: Please approve Etihad, Emirates, Air Arabia &amp; Fly Dubai to operate one-way flights to India to take back stranded resi…",FALSE,0,NA,2020-06-04 07:12:29,FALSE,NA,"1268440469299658757",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IMakeYouFamouz",7,TRUE,FALSE,NA,NA
"34","Please approve Etihad, Emirates, Air Arabia &amp; Fly Dubai to operate one-way flights to India to take back stranded r… https://t.co/3e7HPbKhpG",FALSE,0,NA,2020-06-04 07:11:36,TRUE,NA,"1268440248935002112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PraveenKamath16",7,FALSE,FALSE,NA,NA
"35","RT @ayesha82504245: @presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of str…",FALSE,0,NA,2020-06-04 07:06:03,FALSE,NA,"1268438853892751360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Patelnileshr",7,TRUE,FALSE,NA,NA
"36","New post from Georgina Lavers. Air Arabia announces more job cuts https://t.co/a4Tp8BZfcB",FALSE,0,NA,2020-06-04 06:56:03,FALSE,NA,"1268436337360805889",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","salesandtonic",0,FALSE,FALSE,NA,NA
"37","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-04 06:43:41,FALSE,NA,"1268433223400464384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markh1303",18,TRUE,FALSE,NA,NA
"38","@gulf_news Not applicable for UAE Residents as per Air India ""In several destinations, Only NATIONALS FROM THE DEST… https://t.co/iuyJlt3Ker",FALSE,0,"gulf_news",2020-06-04 06:42:08,TRUE,"1268236429366308865","1268432831912476672","20578408","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IflexVm",0,FALSE,FALSE,NA,NA
"39","RT @ayesha82504245: @presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of str…",FALSE,0,NA,2020-06-04 05:57:41,FALSE,NA,"1268421645858996229",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trishsi77915957",7,TRUE,FALSE,NA,NA
"40","@airarabiagroup hello air arabia..I want to know more about flights schedule to Pakistan Peshawar and lahore Islama… https://t.co/5ZYQ17tOIJ",FALSE,0,"airarabiagroup",2020-06-04 05:56:48,TRUE,NA,"1268421424261345280","74085917","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kmujahid31yaho1",0,FALSE,FALSE,NA,NA
"41","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-04 05:39:35,FALSE,NA,"1268417091540938753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","San45313835",18,TRUE,FALSE,NA,NA
"42","RT @ayesha82504245: @presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of str…",FALSE,0,NA,2020-06-04 05:34:07,FALSE,NA,"1268415714446258176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","San45313835",7,TRUE,FALSE,NA,NA
"43","@presidentapai Please approve Etihad, Emirates, Air Arabia &amp; Fly Dubai to operate one-way flights to India to take… https://t.co/WH25jUmtbz",FALSE,0,"presidentapai",2020-06-04 05:22:05,TRUE,"1268353428700327936","1268412688658399232","757803874124046336","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PraveenKamath16",0,FALSE,FALSE,NA,NA
"44","RT @ayesha82504245: @presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of str…",FALSE,0,NA,2020-06-04 05:12:48,FALSE,NA,"1268410352456232965",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TDasandhi",7,TRUE,FALSE,NA,NA
"45","RT @ayesha82504245: @presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of str…",FALSE,0,NA,2020-06-04 05:09:56,FALSE,NA,"1268409631954677760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ASGAR2020A",7,TRUE,FALSE,NA,NA
"46","@HardeepSPuri @MoCA_GoI @PIB_India @AAI_Official @airindiain @IndEmbDoha @cgidubai @IndiainUkraine @Indemb_Muscat… https://t.co/Sj3HdtlTr6",FALSE,0,"HardeepSPuri",2020-06-04 04:59:09,TRUE,"1268243508474806278","1268406916687908864","2289628938","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PraveenKamath16",0,FALSE,FALSE,NA,NA
"47","RT @ayesha82504245: @presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of str…",FALSE,0,NA,2020-06-04 04:46:35,FALSE,NA,"1268403754874793984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhawalgesota",7,TRUE,FALSE,NA,NA
"48","RT @ayesha82504245: @presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of str…",FALSE,0,NA,2020-06-04 04:40:58,FALSE,NA,"1268402342774308869",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VickyBhavnani",7,TRUE,FALSE,NA,NA
"49","Arabia will have greatness and filthy air.",FALSE,0,NA,2020-06-04 04:32:10,FALSE,NA,"1268400124419547136",NA,"<a href=""https://www.posthumanmedia.com"" rel=""nofollow"">Billy Shakespeare Tweets </a>","Shakespearetwe2",0,FALSE,FALSE,NA,NA
"50","@presidentapai @HardeepSPuri @PMOIndia Please allow Emirates. Etihad, Fly Dubai. Air Arabia to facilitate return of… https://t.co/DjCH4hNSwe",FALSE,2,"presidentapai",2020-06-04 04:30:33,TRUE,"1268353428700327936","1268399717563559937","757803874124046336","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayesha82504245",7,FALSE,FALSE,NA,NA
"51","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-04 03:56:27,FALSE,NA,"1268391139175882752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SobhaGeevarghe1",18,TRUE,FALSE,NA,NA
"52","4 June, UAE NEWS, DUBAI LATEST NEWS TODAY Air Arabia, Good News Visa UAE... https://t.co/kAwPScubRB via @YouTube to… https://t.co/FtjnmBtU51",FALSE,0,NA,2020-06-04 03:38:04,TRUE,NA,"1268386510342144005",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tamra93645149",0,FALSE,FALSE,NA,NA
"53","@F_hxsa @Tweetively @AmaaaalTho @ExMusRus @jaimili_ u can't come to Saudi Arabia we closed our borders to air and s… https://t.co/mVfQVK7fFE",FALSE,2,"F_hxsa",2020-06-04 03:29:55,TRUE,"1268381623260712963","1268384461009285120","1139306915165609992","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","REEM08SA",0,FALSE,FALSE,NA,NA
"54","105/n
#ChineseVirusEconomicImpact 

@airarabiagroup' s profit fell by 45% in the first quarter, which the #airline… https://t.co/hLXxyZs7dC",FALSE,0,"MaverickOnline9",2020-06-04 03:27:27,TRUE,"1268382848840617985","1268383840281772033","741689406017306624","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaverickOnline9",0,FALSE,FALSE,NA,NA
"55","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-04 03:20:40,FALSE,NA,"1268382134399496193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sarvanehs",18,TRUE,FALSE,NA,NA
"56","@christospavlo @turkerdogruer @andreasmoun @BabakTaghvaee1 Thats your Navy Ship being near Libya and your LNA Gener… https://t.co/nPUD4ras4o",FALSE,0,"christospavlo",2020-06-04 03:07:25,TRUE,"1268365064442175488","1268378798560550912","4354020148","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AceJaceuu",0,FALSE,FALSE,NA,NA
"57","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-04 02:14:10,FALSE,NA,"1268365397931118592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PattambiShan",18,TRUE,FALSE,NA,NA
"58","RT @EconomicTimes: Air Arabia's profit fell by 45% in the first quarter, which the airline blamed on the coronavirus pandemic which has cru…",FALSE,0,NA,2020-06-04 02:08:42,FALSE,NA,"1268364020005982208",NA,"<a href=""https://timesofindia.indiatimes.com"" rel=""nofollow"">TOIBot</a>","NarayananKtoi",3,TRUE,FALSE,NA,NA
"59","This flight from Dubai even though a rescue flight should start to make things move forward so that there is direct… https://t.co/aanqoMcONj",FALSE,0,NA,2020-06-04 01:54:38,TRUE,NA,"1268360482685161473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","krishnanvp123",0,FALSE,FALSE,NA,NA
"60","Air Arabia's profit fell by 45% in the first quarter, which the airline blamed on the coronavirus pandemic which ha… https://t.co/KQVSgnL0Oa",FALSE,10,NA,2020-06-04 01:30:00,TRUE,NA,"1268354282060832768",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EconomicTimes",3,FALSE,FALSE,NA,NA
"61","RT @bbybIu_: since the civil war started in Yemen in 2015, water supply &amp; sanitation were affected as a result of air strikes which damaged…",FALSE,0,NA,2020-06-04 01:12:09,FALSE,NA,"1268349788468252674",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HipHopisLife111",2,TRUE,FALSE,NA,NA
"62","@JoyAnnReid Trump has been received with the highest honor by every country he visited. I remember, China not rolli… https://t.co/lzhtT6HKjx",FALSE,0,"JoyAnnReid",2020-06-03 23:21:48,TRUE,"1268024364756340738","1268322021991223296","49698134","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mimitraki",0,FALSE,FALSE,NA,NA
"63","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-03 21:57:09,FALSE,NA,"1268300717388967938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReenaJo39347020",18,TRUE,FALSE,NA,NA
"64","They locked them in that house, they took their clothes, don’t give them food or Air conditioning, they took one of… https://t.co/M7bJmsu3TZ",FALSE,0,NA,2020-06-03 21:16:44,TRUE,NA,"1268290544716972033",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sheilaileean1",0,FALSE,FALSE,NA,NA
"65","@QuancyClayborne He hasn't done ANYTHING to help ANYONE!  Except, of course, the billionaires, corporations, stock… https://t.co/c8AwQ6FzS9",FALSE,0,"QuancyClayborne",2020-06-03 21:10:44,TRUE,"1268061090367205377","1268289035111407618","73537202","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bluesfan_alliha",0,FALSE,FALSE,NA,NA
"66","More than 1,500 air strikes on Yemen during the period of the armistice declared by Saudi Arabia https://t.co/ey1GvbC6Ox",FALSE,0,NA,2020-06-03 20:56:39,FALSE,NA,"1268285492275154944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlsqrHam",0,FALSE,FALSE,NA,NA
"67","RT @pavani35669209: @HHAhmedBinSaeed @emirates @DXB Greatest news ever! Thank you so much <U+0001F64F> EK, EY, FZ and Air Arabia please fly back stran…",FALSE,0,NA,2020-06-03 20:49:27,FALSE,NA,"1268283681401077761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohammedsanjar",18,TRUE,FALSE,NA,NA
"68","RT @henryoneill1733: @Mumbaikaralways @PeterSweden7 I been asking for a while Saudi Arabia could take people in &gt;https://t.co/qEuCZcKkRP",FALSE,0,NA,2020-06-03 20:41:46,FALSE,NA,"1268281745704615936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stu060381",7,TRUE,FALSE,NA,NA
"69","@YahooFinance @readDanwrite @drewbrees I’m a veteran that served in Saudi Arabia and Kuwait. My grandfather was the… https://t.co/t8QfsIjLgY",FALSE,0,"YahooFinance",2020-06-03 20:33:28,TRUE,"1268206174073126915","1268279659273367557","19546277","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","myke22",0,FALSE,FALSE,NA,NA
"70","RT @uaegov: Dr. Al Dhaheri:  #UAEGov has decided to resume transit fights by national carrier airlines, Etihad, Emirates, Fly Dubai and Air…",FALSE,0,NA,2020-06-03 20:18:52,FALSE,NA,"1268275982550609920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","u0a1e",7,TRUE,FALSE,NA,NA
"71","@realTuckFrumper Al-Qaeda’s claimed responsibility Sunday for last year’s deadly shooting at the Naval Air Station… https://t.co/IVYrh4r6w0",FALSE,0,"realTuckFrumper",2020-06-03 19:51:40,TRUE,"1268257277011570688","1268269139233300488","55060090","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VelvetBlade",0,FALSE,FALSE,NA,NA
"72","RT @uaegov: Dr. Al Dhaheri:  #UAEGov has decided to resume transit fights by national carrier airlines, Etihad, Emirates, Fly Dubai and Air…",FALSE,0,NA,2020-06-03 19:51:02,FALSE,NA,"1268268976804638728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wallhan3",7,TRUE,FALSE,NA,NA
